Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type	Pol
1965-SDAURP_CE_Oct23_GP.xml	1406	la préservation de la vallée			
1965-SDAURP_CE_Oct23_GP.xml	1430	l'organisation de la région de Paris	une vocation privilégiée	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1430	développements urbains			
1965-SDAURP_CE_Oct23_GP.xml	1431	un développement modéré	permet donc de conserver	autre	
1965-SDAURP_CE_Oct23_GP.xml	1433	L'aménagement de la vallée	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GP.xml	1433	développements urbains			
1965-SDAURP_CE_Oct23_GP.xml	1433	urbanisations			
1965-SDAURP_CE_Oct23_GP.xml	1433	l'organisation de deux fonctions	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GP.xml	1433	peuvent être aménagés	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	1434	les sites à aménager			
1965-SDAURP_CE_Oct23_GP.xml	1434	pourra constituer le plus vaste ensemble de loisirs de la région de Paris	pourra	autre	
1965-SDAURP_CE_Oct23_GP.xml	1435	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	plus modestes	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1435	la réalisation d'un plan d'eau de compétition	peut présenter un attrait non négligeable	autre	
1965-SDAURP_CE_Oct23_GP.xml	1437	la résorption progressive des champs d'épandage d'Achères			
1965-SDAURP_CE_Oct23_GP.xml	1437	le développement de la station d'épuration			
1965-SDAURP_CE_Oct23_GP.xml	1437	établir un secteur d'activité	la possibilité	autre	
1965-SDAURP_CE_Oct23_GP.xml	1444	le développement de cette agglomération	doit être prévu	autre	
1965-SDAURP_CE_Oct23_GP.xml	1444	sera créée			
1965-SDAURP_CE_Oct23_GP.xml	1444	la construction d'un pont	permettant d'accéder	autre	
1965-SDAURP_CE_Oct23_GP.xml	1444	zones industrielles établies			
1965-SDAURP_CE_Oct23_GP.xml	1444	la disparition progressive des champs d'épandage			
1965-SDAURP_CE_Oct23_GP.xml	1459	ont été livrés à l'habitat	ont été livrés	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel			
1965-SDAURP_CE_Oct23_GP.xml	1471	nouveau département des Hauts de Seine			
1965-SDAURP_CE_Oct23_GP.xml	1471	créer une gare de grande ligne	la possibilité	autre	
1965-SDAURP_CE_Oct23_GP.xml	1474	les opérations de la Défense et de Montesson			
1965-SDAURP_CE_Oct23_GP.xml	1474	l'aménagement	devra être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GP.xml	1474	une amélioration de leur équipement et de leur organisation interne	une amélioration	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1490	son aménagement			
1965-SDAURP_CE_Oct23_GP.xml	1490	nouveau département de Val-de-Marne			
1965-SDAURP_CE_Oct23_GP.xml	1490	doit accélérer la naissance d'un pôle structurateur important	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	1499	ces développements urbains	bénéficieront	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1499	leur aménagement	devra être orienté	autre	
1965-SDAURP_CE_Oct23_GP.xml	1508	s'organiseront			
1965-SDAURP_CE_Oct23_GP.xml	1508	devront être aménagées	devront	autre	
1965-SDAURP_CE_Oct23_GP.xml	1509	devront être protégés et aménagés	devront	autre	
1965-SDAURP_CE_Oct23_GP.xml	1522	la création de "secteurs mixtes" importants	d'une qualité assez médiocre	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1529	subsistent encore	subsistent encore	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer			
1965-SDAURP_CE_Oct23_GP.xml	1529	en cours de réalisation			
1965-SDAURP_CE_Oct23_GP.xml	1532	développement de cette région Est de Paris			
1965-SDAURP_CE_Oct23_GP.xml	1532	les plus grandes possibilités d'urbanisation	les plus grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GP.xml	1534	L'aménagement de l'agglomération existante			
1965-SDAURP_CE_Oct23_GP.xml	1534	sa restructuration			
1965-SDAURP_CE_Oct23_GP.xml	1534	la création d'infrastructures routières et ferrées	qui contribueront à mettre une certaine unité	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1534	désenclaveront			
1965-SDAURP_CE_Oct23_GP.xml	1542	l'aménagement de la "Corniche des Forts"			
1965-SDAURP_CE_Oct23_GP.xml	1542	reliant entre eux les forts			
1965-SDAURP_CE_Oct23_GP.xml	1542	pourront être désaffectés	pourront	autre	
1965-SDAURP_CE_Oct23_GP.xml	1542	serait constituée en bordure de ce plateau, une zone de jardins et de bois			
1965-SDAURP_CE_Oct23_GP.xml	1542	pourraient cependant être localisés des écoles ou des équipements publics	pourraient	autre	
1965-SDAURP_CE_Oct23_GP.xml	1543	l'aménagement des abords de l'antenne de Bagnolet			
1965-SDAURP_CE_Oct23_GP.xml	1543	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial			
1965-SDAURP_CE_Oct23_GP.xml	1543	cette nouvelle autoroute	l'élément majeur	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1543	restructuration de cette banlieue			
1965-SDAURP_CE_Oct23_GP.xml	1543	seront branchées			
1965-SDAURP_CE_Oct23_GP.xml	1543	des opérations complémentaires			
1965-SDAURP_CE_Oct23_GP.xml	1548	doit être préservé et exploité	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	1548	en évitant la construction dans les lotissements existants d'immeubles importants	au hasard des parcelles libres	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1550	Ces aménagements	seront facilités	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1550	au barrage à construire			
1965-SDAURP_CE_Oct23_GP.xml	1554	en cours d'expansion très rapide	très rapide	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1554	les nouveaux quartiers			
1965-SDAURP_CE_Oct23_GP.xml	1554	vont se développer			
1965-SDAURP_CE_Oct23_GP.xml	1560	Très bien relié à Paris	Très bien	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1561	pourra, à côté d'un ensemble universitaire, accueillir des établissements commerciaux ou de caractère tertiaire et des immeubles de bureaux	pourra	autre	
1965-SDAURP_CE_Oct23_GP.xml	1563	de grandes possibilités d'aménagement	de grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GP.xml	1568	des transformations importantes	importantes	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1569	la mutation de l'agglomération parisienne	les facteurs qui poussent		
1965-SDAURP_CE_Oct23_GP.xml	1577	ne peuvent trouver place	ne peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	1577	devront aussi se localiser des habitations individuelles, résidences principales établies sur des propriétés de plusieurs hectares, ou groupées en hameaux; des clubs, des villages de vacances, parfois même des activités, industrielles par exemple	devront	autre	
1965-SDAURP_CE_Oct23_GP.xml	1578	Ces réalisations	doivent être contrôlées	autre	
1965-SDAURP_CE_Oct23_GP.xml	1578	compromettre	compromettre	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1578	l'essaimage de constructions isolées			
1965-SDAURP_CE_Oct23_GP.xml	1578	trouveront place			
1965-SDAURP_CE_Oct23_GP.xml	1584	se sont relativement peu développées			
1965-SDAURP_CE_Oct23_GP.xml	1584	leur expansion	l'influence directe de Paris ayant brisé	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1587	des constructions nouvelles	souvent peu en harmonie avec le caractère de ces villes	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1589	le développement futur de ces villes			
1965-SDAURP_CE_Oct23_GP.xml	1589	des grands secteurs d'urbanisation			
1965-SDAURP_CE_Oct23_GP.xml	1589	l'expansion de chacune d'elles			
1965-SDAURP_CE_Oct23_GP.xml	1590	développement de la ville	doivent être conçus	autre	
1965-SDAURP_CE_Oct23_GP.xml	1590	nouvelles constructions	doivent être conçus	autre	
1965-SDAURP_CE_Oct23_GP.xml	1590	sauvegarder le cœur de ville			
1965-SDAURP_CE_Oct23_GP.xml	1590	la destruction			
1965-SDAURP_CE_Oct23_GP.xml	1590	mérite d'être conservé	mérite	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1590	quartiers nouveaux			
1965-SDAURP_CE_Oct23_GP.xml	1590	la démolition de ce centre			
1965-SDAURP_CE_Oct23_GP.xml	1590	reconstruire à une échelle plus grande			
1965-SDAURP_CE_Oct23_GP.xml	1594	La constitution progressive de la vaste région urbaine du val de Seine			
1965-SDAURP_CE_Oct23_GP.xml	1594	la création de villes nouvelles			
1965-SDAURP_CE_Oct23_GP.xml	1594	la mise en place de centres urbains rénovés			
1965-SDAURP_CE_Oct23_GP.xml	1594	centres urbains rénovés			
1965-SDAURP_CE_Oct23_GP.xml	1594	la construction d'un réseau circulatoire moderne			
1965-SDAURP_CE_Oct23_GP.xml	1594	une nouvelle étape de l'antique Lutèce			
1965-SDAURP_CE_Oct23_GP.xml	1594	une transformation profonde	profonde	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1621	rénovation	autant de preuves	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1621	les projets en cours de voies nouvelles	autant de preuves	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1621	ce début de renouveau			
1965-SDAURP_CE_Oct23_GP.xml	1622	l'évolution souhaitée de l'agglomération	souhaitée	boul+axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1622	villes nouvelles			
1965-SDAURP_CE_Oct23_GP.xml	1622	centres urbains nouveaux			
1965-SDAURP_CE_Oct23_GP.xml	1639	déplacer Notre-Dame ni la Sorbonne	personne n'a proposé	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1641	en décentrant la capitale	croyant	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1653	sa croissance	les problèmes	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1656	un glissement et un étirement trop prononcé vers l'ouest du centre des grandes affaires	trop prononcé	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1658	l'opération actuelle de la Défense			
1965-SDAURP_CE_Oct23_GP.xml	1658	l'implantation rapide d'immeubles de bureaux	rapide	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1658	doublent la longueur de ce centre linéaire			
1965-SDAURP_CE_Oct23_GP.xml	1661	le double axe principal d'urbanisation			
1965-SDAURP_CE_Oct23_GP.xml	1661	développer davantage vers l'ouest le centre des affaires de l'agglomération	il ne s'en suit aucunement une volonté	boul	
1965-SDAURP_CE_Oct23_GP.xml	1662	arrêter à la Défense l'extension à l'ouest du centre des grandes affaires	la nécessité	autre	
1965-SDAURP_CE_Oct23_GP.xml	1662	rééquilibrer Paris	la nécessité	autre	
1965-SDAURP_CE_Oct23_GP.xml	1667	ne pourrait placer	qu'au prix de dépenses sans mesure et sans justification	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1669	Ce développement nécessaire et possible	possible	autre	
1965-SDAURP_CE_Oct23_GP.xml	1669	l'éparpillement	l'éparpillement	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1670	les travaux	seront menés avec vigueur	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1670	localiser des sièges sociaux importants	la tentation se fait jour	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1675	L'éparpillement	un péril	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1680	créer des bureaux modernes	la faculté	autre	
1965-SDAURP_CE_Oct23_GP.xml	1681	un étirement vers l'Est	cette possibilité	autre	
1965-SDAURP_CE_Oct23_GP.xml	1685	la constitution des villes nouvelles et d'un réseau de voies express	doit aider Paris	autre	
1965-SDAURP_CE_Oct23_GP.xml	1690	sauver Paris, l'intra-muros comme les banlieues	sauver	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1693	L'explosion de la zone la plus dense de l'agglomération	est, on l'a dit, inévitable	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1693	est déjà commencée			
1965-SDAURP_CE_Oct23_GP.xml	1694	des sièges sociaux importants partent			
1965-SDAURP_CE_Oct23_GP.xml	1694	étudient des "shopping centers" à l'américaine			
1965-SDAURP_CE_Oct23_GP.xml	1694	des villes nouvelles			
1965-SDAURP_CE_Oct23_GP.xml	1695	l'explosion désordonnée	l'explosion désordonnée	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1695	l'éparpillement généralisé	l'éparpillement généralisé	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1696	le départ des Halles centrales	sans doute décisif	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1696	le centre urbain à la fois nouveau et rénové			
1965-SDAURP_CE_Oct23_GP.xml	1697	combler le vide des anciennes Halles	pose des problèmes très difficiles	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1697	seront utilisés les quelques hectares du plateau des Halles			
1965-SDAURP_CE_Oct23_GP.xml	1697	la rénovation de tout l'environnement			
1965-SDAURP_CE_Oct23_GP.xml	1704	faire quitter Paris intra-muros	la question peut se poser	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1704	création			
1965-SDAURP_CE_Oct23_GP.xml	1704	implanter			
1965-SDAURP_CE_Oct23_GP.xml	1711	La constitution de centres urbains intermédiaires	devrait permettre	autre	
1965-SDAURP_CE_Oct23_GP.xml	1711	la création d'ensembles universitaires	devrait permettre	autre	
1965-SDAURP_CE_Oct23_GP.xml	1712	ont gardé au cours des siècles beaucoup d'espaces			
1965-SDAURP_CE_Oct23_GP.xml	1712	une densification abusive de l'habitat	abusive	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1713	pourraient quitter la ville	pourraient	autre	
1965-SDAURP_CE_Oct23_GP.xml	1713	villes nouvelles			
1965-SDAURP_CE_Oct23_GP.xml	1713	retrouveront la place qui leur manque			
1965-SDAURP_CE_Oct23_GP.xml	1714	Le mouvement est amorcé	avec une lenteur	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1715	la reconquête d'une partie de son sol	faciliter	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1721	un "bourrage" d'habitat	"bourrage"	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	1721	doivent être rénovés	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	1726	la mise en valeur des quartiers historiques	la mise en valeur	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1731	La création de ce réseau	doit contribuer	autre	
1965-SDAURP_CE_Oct23_GP.xml	1731	la sauvegarde des quartiers existants	doit contribuer	autre	
1965-SDAURP_CE_Oct23_GP.xml	1732	aménager la voirie existante	permettra	autre	
1965-SDAURP_CE_Oct23_GP.xml	1735	la création de voies réservées			
1965-SDAURP_CE_Oct23_GP.xml	1735	la création de parcs de stationnement d'échange	judicieusement disposés	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1737	devrait être complété	devrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	1740	doit être prolongé	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	1741	étudier les tracés complémentaires	Il sera également très souhaitable	boul+axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1744	restaurant la beauté de ses quartiers historiques			
1965-SDAURP_CE_Oct23_GP.xml	1744	se modernisant			
1965-SDAURP_CE_Oct23_GP.xml	1744	les quartiers à rénover			
1965-SDAURP_CE_Oct23_GP.xml	1744	conservant dans l'ensemble le volume modéré de ses bâtiments			
1965-SDAURP_CE_Oct23_GP.xml	1772	l'aménagement de la région	favorisera	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1772	l'implantation d'activités variées	favorisera	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1778	l'évolution urbaine			
1965-SDAURP_CE_Oct23_GP.xml	1778	une transformation semblable	faut-il orienter	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1778	son expansion	faut-il orienter	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1932	faut qu'elle soit complétée par des liaisons entre banlieues	faut	autre	
1965-SDAURP_CE_Oct23_GP.xml	1932	s'étendent à l'échelle régionale			
1965-SDAURP_CE_Oct23_GP.xml	1957	l'ouverture d'un nouvel aéroport	conduit à envisager	axiol	
1965-SDAURP_CE_Oct23_GP.xml	1957	le développement du réseau ferroviaire transeuropéen	a encouragé	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	1957	la création d'un système d'autoroutes internationales	a encouragé	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2003	un effort d'équipement et de modernisation	un effort	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2012	doivent relier les centres autour desquels s'articule la future organisation urbaine	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2012	la future organisation urbaine			
1965-SDAURP_CE_Oct23_GP.xml	2125	la multiplication des activités	favorisant	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2125	l'étirement des banlieues			
1965-SDAURP_CE_Oct23_GP.xml	2125	a accentué la structure radio-linéaire des grandes agglomérations plus qu'il ne l'a modifiée			
1965-SDAURP_CE_Oct23_GP.xml	2130	la création d'une infrastructure spécialisée	rend plus impérieuse	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2132	a commencé de transformer les villes			
1965-SDAURP_CE_Oct23_GP.xml	2132	l'urbanisation les baies			
1965-SDAURP_CE_Oct23_GP.xml	2132	ont laissé subsister			
1965-SDAURP_CE_Oct23_GP.xml	2132	conquérant, au-delà, les zones rurales	conquérant	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2132	peupler de résidences secondaires			
1965-SDAURP_CE_Oct23_GP.xml	2134	une nouvelle transformation radicale	radicale	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2137	remettre en cause, à cette échéance, la forme des villes			
1965-SDAURP_CE_Oct23_GP.xml	2137	peut aujourd'hui concevoir	peut	autre	
1965-SDAURP_CE_Oct23_GP.xml	2151	soient conçus	Il suffit	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2151	les aménagements éventuels	permettre	autre	
1965-SDAURP_CE_Oct23_GP.xml	2151	leur adaptation			
1965-SDAURP_CE_Oct23_GP.xml	2186	faudrait percer de très nombreuses nouvelles voies	faudrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2186	nouvelles voies			
1965-SDAURP_CE_Oct23_GP.xml	2186	créer les parcs de stationnement et les garages	faudrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2188	des démolitions à prévoir	L'importance	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2188	la préservation des sites			
1965-SDAURP_CE_Oct23_GP.xml	2189	créer un réseau routier souterrain	On pourrait certes songer	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2196	faudrait construire une cinquantaine d'autoroutes à quatre voies	faudrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2198	Une entreprise aussi dévastatrice	serait-elle physiquement possible	autre	
1965-SDAURP_CE_Oct23_GP.xml	2198	ne pourrait être réalisée d'ici à la fin du siècle	ne pourrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2207	L'aménagement routier de la région	améliorer aussi les dessertes par autobus	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2225	compléter le réseau ferré	il suffira	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2274	Le réseau routier futur	doit permettre la liberté de mouvement dont l'automobile est l'instrument privilégié		
1965-SDAURP_CE_Oct23_GP.xml	2297	peuvent être aménagés	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2306	faudra-t-il, dans la mesure du possible, réserver des emprises	faudra-t-il, dans la mesure du possible	autre	
1965-SDAURP_CE_Oct23_GP.xml	2306	ouvrages à réaliser			
1965-SDAURP_CE_Oct23_GP.xml	2306	les élargissements futurs	permettent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2332	pourra ailleurs être construit	pourra	autre	
1965-SDAURP_CE_Oct23_GP.xml	2349	ses deux prolongements			
1965-SDAURP_CE_Oct23_GP.xml	2349	la zone à urbaniser	en priorité	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2349	le futur axe urbain			
1965-SDAURP_CE_Oct23_GP.xml	2351	doivent être implantés des équipements régionaux importants	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2394	doivent également être reliées entre elles	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2401	devraient être réservées	avec une particulière ampleur	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2407	de nouvelles lignes très rapides	deviennent nécessaires à long terme	autre	
1965-SDAURP_CE_Oct23_GP.xml	2407	celle construite récemment			
1965-SDAURP_CE_Oct23_GP.xml	2414	oblige à prévoir de nouveaux aérodromes			
1965-SDAURP_CE_Oct23_GP.xml	2414	doit être implanté	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	2416	bien reliés aux principaux centres d'activités	bien	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2438	le développement d'autres pôles économiques	n'aient pas favorisé	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2439	s'est constitué dans la capitale et autour d'elle un ensemble économique	constitue un atout à l'échelle du Marché Commun de l'Europe	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2439	l'évolution			
1965-SDAURP_CE_Oct23_GP.xml	2440	la création	peut être autorisée	autre	
1965-SDAURP_CE_Oct23_GP.xml	2440	l'extension	peut être autorisée	autre	
1965-SDAURP_CE_Oct23_GP.xml	2443	développement prévu			
1965-SDAURP_CE_Oct23_GP.xml	2443	la modernisation des entreprises existantes	permettre	autre	
1965-SDAURP_CE_Oct23_GP.xml	2443	réserver des surfaces suffisantes	il faut	autre	
1965-SDAURP_CE_Oct23_GP.xml	2443	organiser les zones nouvelles d'activités	il faut	autre	
1965-SDAURP_CE_Oct23_GP.xml	2443	les zones nouvelles d'activités			
1965-SDAURP_CE_Oct23_GP.xml	2443	l'urbanisation envisagée			
1965-SDAURP_CE_Oct23_GP.xml	2446	contribuent à créer, hors du centre de Paris, ces éléments d'animation			
1965-SDAURP_CE_Oct23_GP.xml	2446	doit s'ordonner	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	2572	un aménagement du territoire	soucieux de l'équilibre des diverses régions	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2582	le développement	est encouragé	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2582	permettra d'accueillir efficacement des activités de pointe	efficacement	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2584	la décentralisation de l'expansion			
1965-SDAURP_CE_Oct23_GP.xml	2584	aménagement du territoire	l'hypothèse "volontaire"	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2602	difficultés d'extension	difficultés	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2614	pouvant plus aisément s'éloigner	plus aisément	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2619	aménager des zones d'activité	la nécessité	autre	
1965-SDAURP_CE_Oct23_GP.xml	2619	non pas à accueillir de grands ensembles monolithiques			
1965-SDAURP_CE_Oct23_GP.xml	2619	rassembler des établissements diversifiés de moyenne importance			
1965-SDAURP_CE_Oct23_GP.xml	2654	leur nécessaire modernisation	nécessaire	autre	
1965-SDAURP_CE_Oct23_GP.xml	2654	leur réorganisation	va accélérer	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2654	une augmentation de la surface par emploi			
1965-SDAURP_CE_Oct23_GP.xml	2655	L'aménagement de la région	doit favoriser cette évolution	autre	
1965-SDAURP_CE_Oct23_GP.xml	2655	aménagement de l'espace			
1965-SDAURP_CE_Oct23_GP.xml	2658	devrait s'accroître	devrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2663	L'aménagement de la région	doit orienter ce mouvement	autre	
1965-SDAURP_CE_Oct23_GP.xml	2664	est rejetée	rejetée	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2678	ne peuvent s'installer qu'au cœur de la cité	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2683	émergent quelques noyaux plus développés			
1965-SDAURP_CE_Oct23_GP.xml	2683	submergés	submergés	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2684	transformations de leur environnement	n'ont pu s'adapter	autre	
1965-SDAURP_CE_Oct23_GP.xml	2687	une évolution continue	particulièrement nette	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2688	La diffusion des activités	s'est effectuée pied à pied	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2696	la décentralisation	se serait sans doute produite	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2716	expansion	difficultés	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2716	de nouvelles implantations	difficultés	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2718	l'implantation d'activités tertiaires	les conditions favorables	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2722	Les activités établies			
1965-SDAURP_CE_Oct23_GP.xml	2722	de profondes modifications	profondes	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2725	La rénovation des usines	pourrait en outre toucher environ 100.000 emplois	autre	
1965-SDAURP_CE_Oct23_GP.xml	2734	la diffusion des activités	ne soit pas anarchique	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2740	les nouveaux établissements			
1965-SDAURP_CE_Oct23_GP.xml	2740	s'installeraient	il est probable	autre	
1965-SDAURP_CE_Oct23_GP.xml	2740	en s'éparpillant			
1965-SDAURP_CE_Oct23_GP.xml	2747	l'aménager			
1965-SDAURP_CE_Oct23_GP.xml	2747	les centres nouveaux			
1965-SDAURP_CE_Oct23_GP.xml	2747	puissent être aisément reliés entre eux	être aisément	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2747	une croissance anarchique	anarchique	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2747	regroupements spontanés et tardifs	tardifs	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2749	espérait pouvoir libérer aisément	espérait pouvoir libérer aisément	axiol	oui
1965-SDAURP_CE_Oct23_GP.xml	2753	les futurs centres urbains			
1965-SDAURP_CE_Oct23_GP.xml	2753	ne pas quitter la région parisienne			
1965-SDAURP_CE_Oct23_GP.xml	2753	doivent y demeurer	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2758	peuvent s'implanter rapidement	rapidement	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2759	ne peut se constituer que graduellement	graduellement	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2760	des opérations importantes			
1965-SDAURP_CE_Oct23_GP.xml	2760	se réaliseront lentement	lentement	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2762	continueront de s'entasser	s'entasser	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2762	s'établir			
1965-SDAURP_CE_Oct23_GP.xml	2781	le développement, plus ou moins important, plus ou moins rapide, de nouveaux centres urbains			
1965-SDAURP_CE_Oct23_GP.xml	2781	nouveaux centres urbains	reste largement imprévisible	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2786	se constitueront peut-être des regroupements dominés par certaines activités	peut-être	autre	
1965-SDAURP_CE_Oct23_GP.xml	2793	l'expansion parisienne doit s'ordonner	doit	autre	
1965-SDAURP_CE_Oct23_GP.xml	2793	réserve les espaces nécessaires	il suffit	autre	
1965-SDAURP_CE_Oct23_GP.xml	2793	en les disposant			
1965-SDAURP_CE_Oct23_GP.xml	2795	la constitution des nouveaux centres urbains	il est au contraire nécessaire de gouverner fermement tout ce qui pourra aider	autre	
1965-SDAURP_CE_Oct23_GP.xml	2803	soient mises en place	Encore faudra-t-il	autre	
1965-SDAURP_CE_Oct23_GP.xml	2803	la naissance des villes nouvelles			
1965-SDAURP_CE_Oct23_GP.xml	2807	leurs possibilités d'extension	sont d'ailleurs limitées	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2810	pourront aussi s'implanter	pourront	autre	
1965-SDAURP_CE_Oct23_GP.xml	2810	en s'intégrant			
