Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710.xml	739	des opérations de cette nature						
1958-padog_20230710.xml	740	6.000 logements insalubres à détruire						
1958-padog_20230710.xml	741	destruction						
1958-padog_20230710.xml	745	pourrait être réalisé			dans un délai de 15 ans		pourrait	un tel programme
1958-padog_20230710.xml	747	le remplacement	au moins 160.000 logements particulièrement anciens et vétustes		dans les plus brefs délais		s’impose	
1958-padog_20230710.xml	748	un étalement			sur une période de 15 ans			
1958-padog_20230710.xml	755	les 427.000 logements neufs réalisés	les 427.000 logements neufs	dans la Région Parisienne	depuis la guerre			
1958-padog_20230710.xml	756	les 60.000 logements insalubres et les 160.000 logements vétustes supposés reconstruits	les 160.000 logements vétustes		assez rapidement		supposés	
1958-padog_20230710.xml	757	le renouvellement exceptionnel du patrimoine immobilier insalubre ou vétuste						
1958-padog_20230710.xml	760	« reconquête »						
1958-padog_20230710.xml	761	des opérations						
1958-padog_20230710.xml	763	Remplacement des logements insalubres	logements insalubres					
1958-padog_20230710.xml	767	Renouvellement exceptionnel du patrimoine immobilier	patrimoine immobilier				exceptionnel	
1958-padog_20230710.xml	769	Renouvellement normal du patrimoine immobilier	patrimoine immobilier				normal	
1958-padog_20230710.xml	783	devraient être construits	25.000 logements				devraient	
1958-padog_20230710.xml	787	l’effort considérable de construction		dans la Région Parisienne	depuis quelques années		l’effort considérable	
1958-padog_20230710.xml	788	69.000 logements terminés	69.000 logements		en 1957			
1958-padog_20230710.xml	794	un volume de construction de 60.000 logements par an à soutenir	60.000 logements par an	dans la Région Parisienne	pendant 10 ans			
1958-padog_20230710.xml	800	la rénovation de l’habitat parisien	l’habitat parisien		dans les prochaines années		l’effort capital qu’il faudra fournir	
1958-padog_20230710.xml	802	les programmes de rénovation publique						
1958-padog_20230710.xml	804	pourront être localisés						
1958-padog_20230710.xml	806	villes nouvelles						
1958-padog_20230710.xml	813	l’équipement						
1958-padog_20230710.xml	814	des opérations publiques ou privées de rénovation d’îlots ou de quartiers vétustes, insalubres ou mal occupés	îlots ou de quartiers vétustes, insalubres ou mal occupés					
1958-padog_20230710.xml	816	l’élément moteur de la rénovation de certains quartiers de PARIS et de banlieue	certains quartiers de PARIS et de banlieue				Ils doivent être	
1958-padog_20230710.xml	817	sa densification						
1958-padog_20230710.xml	818	seuls secteurs anciens, insalubres ou vétustes à rénover	seuls secteurs anciens, insalubres ou vétustes			l'action publique		
1958-padog_20230710.xml	819	des possibilités de construction pour 200.000 logements						
1958-padog_20230710.xml	820	une densification						
1958-padog_20230710.xml	821	de telles opérations						
1958-padog_20230710.xml	822	Les chantiers importants de construction					importants	
1958-padog_20230710.xml	823	ces opérations		des superficies affectées ou susceptibles d’être affectées	dans les prochaines années			Le Plan d’Aménagement de la Région Parisienne
1958-padog_20230710.xml	824	l’un des éléments de réalisation						
1958-padog_20230710.xml	825	ces nouveaux noyaux urbains	noyaux urbains					
1958-padog_20230710.xml	835	LES OPÉRATIONS PRÉVUES DANS LA PREMIÈRE CATÉGORIE				des sociétés ou des particuliers	doivent pouvoir être entreprises	
1958-padog_20230710.xml	836	CELLES DE LA DEUXIÈME CATÉGORIE				des syndicats groupant les propriétaires d’un ou plusieurs îlots	paraissent devoir être conduites	
1958-padog_20230710.xml	837	l’action continue et persévérante						
1958-padog_20230710.xml	838	la réalisation nécessairement fractionnée						
1958-padog_20230710.xml	839	des opérations hautement désirables sur le plan général de l’aménagement					hautement désirables	
1958-padog_20230710.xml	840	LES GRANDES OPÉRATIONS				un organisme		
1958-padog_20230710.xml	841	une grande opération d’urbanisme						
1958-padog_20230710.xml	842	une opération		dans un secteur déterminé				
1958-padog_20230710.xml	844	tous les terrains qui sont ainsi susceptibles d’être urbanisés	tous les terrains		dans les prochaines années		susceptibles	
1958-padog_20230710.xml	845	les zones à urbaniser	les zones					Les textes récents
1958-padog_20230710.xml	847	opérations d’urbanisme et de construction						
1958-padog_20230710.xml	850	ne pouvant être déplacées						
1958-padog_20230710.xml	870	des implantations					ne seraient pas absolument nécessaires	
1958-padog_20230710.xml	871	des secteurs spécialement aménagés	des secteurs				spécialement	
1958-padog_20230710.xml	875	maintien d’espaces verts						
1958-padog_20230710.xml	888	création de plans d’eau artificiels						
1958-padog_20230710.xml	898	les concentrations réalisées	les concentrations	au voisinage de la voie ferrée et de la voie d’eau	à la fin du XIXe siècle		on peut dire	
1958-padog_20230710.xml	902	doivent être rénovés						
1958-padog_20230710.xml	903	le regroupement d’activités						
1958-padog_20230710.xml	904	certaines opérations de décentralisation					peut aussi provoquer	
1958-padog_20230710.xml	905	les transformations de cette Région						
1958-padog_20230710.xml	908	le maintien						
1958-padog_20230710.xml	909	la décentralisation d’une grosse entreprise	une grosse entreprise				devrait être fortement favorisée	
1958-padog_20230710.xml	915	création						
1958-padog_20230710.xml	917	Décentraliser en province tous les établissements dont la vie n’est pas entièrement liée à celle de PARIS ou de sa Région	tous les établissements dont la vie n’est pas entièrement liée à celle de PARIS ou de sa Région	en province				
1958-padog_20230710.xml	918	une des zones d’activités existantes ou projetées						
1958-padog_20230710.xml	932	ont été réservés	500 hectares	dans 13 emplacements				
1958-padog_20230710.xml	933	des établissements appelés à se déplacer						
1958-padog_20230710.xml	934	pourront être trouvées	des localisations non chiffrées	dans la zone rurale			pourront	
1958-padog_20230710.xml	935	L’aménagement de ces zones	ces zones				devra être exécuté selon un ordre d’urgence	
1958-padog_20230710.xml	945	désirait s’installer	une usine	près de PARIS			désirait	
1958-padog_20230710.xml	947	éléments tertiaires appelés à y demeurer						
1958-padog_20230710.xml	948	la restructuration et à la revitalisation de la banlieue et des cités satellites de la Région	cités satellites de la Région				contribuer efficacement	
1958-padog_20230710.xml	949	Les nouveaux noyaux urbains proposés	noyaux urbains proposés					
1958-padog_20230710.xml	952	l’extension		vers la banlieue				
1958-padog_20230710.xml	955	ont été améliorés	Les transports en commun, ferrés et routiers					
1958-padog_20230710.xml	957	élargissements des chaussées					mais tout ceci est insuffisant	
1958-padog_20230710.xml	977	doivent être envisagées	des localisations de lieux de travail	les régions			doivent	
1958-padog_20230710.xml	989	ne se sont que partiellement adaptés						
1958-padog_20230710.xml	990	des améliorations plus importantes du réseau ferré	réseau ferré				retardé	
1958-padog_20230710.xml	992	modifications importantes sont nécessaires dans la structure du réseau des transports en commun	la structure du réseau des transports en commun				sont nécessaires	
1958-padog_20230710.xml	993	soit repensé						
1958-padog_20230710.xml	996	La création d’un réseau « express régional »	d’un réseau « express régional »				doit être étudiée d’urgence	
1958-padog_20230710.xml	1006	La réalisation de cette prévision			la deuxième moitié du XXe siècle		peut être l’œuvre de longue haleine	
1958-padog_20230710.xml	1007	l’incorporation d’une ligne de banlieue de la S.N.C.F.						
1958-padog_20230710.xml	1008	une réorganisation du réseau des transports de surface	du réseau des transports de surface				nécessairement	
1958-padog_20230710.xml	1025	les grandes opérations de voirie réalisée						
1958-padog_20230710.xml	1027	l’amélioration des traverses						
1958-padog_20230710.xml	1028	sont progressivement transformés	les trottoirs des grandes voies ou avenues de PARIS					
1958-padog_20230710.xml	1035	voies nouvelles						
1958-padog_20230710.xml	1036	ces voies nouvelles	ces voies					
1958-padog_20230710.xml	1037	devront être conçues et aménagées	Elles				devront	
1958-padog_20230710.xml	1052	leurs abords correctement aménagés et plantés						
1958-padog_20230710.xml	1056	toute amélioration locale						
1958-padog_20230710.xml	1057	la création simultanée d’une ou de plusieurs artères principales de liaison						
1958-padog_20230710.xml	1061	doivent être réservés	des parcs de stationnement				doivent	
1958-padog_20230710.xml	1073	en voie d’extension						
1958-padog_20230710.xml	1074	le développement de l’habitation	l’habitation	dans certaines zones			doit conduire à interdire	
1958-padog_20230710.xml	1075	des implantations au sol		au sol			doit conduire	
1958-padog_20230710.xml	1076	des travaux d’agrandissement et d’aménagement très importants de l’aérodrome d’ORLY						
1958-padog_20230710.xml	1077	devant être dans l’avenir le grand terrain d’aviation de la Région Parisienne	cet aéroport				devant	
1958-padog_20230710.xml	1078	un certain nombre d’opérations			depuis plusieurs années			
1958-padog_20230710.xml	1079	un développement important de l’aérodrome du BOURGET	l’aérodrome du BOURGET				important	
1958-padog_20230710.xml	1081	l’aménagement général de la Région Parisienne						
1958-padog_20230710.xml	1084	remplacer ultérieurement l’aéroport du BOURGET						
1958-padog_20230710.xml	1086	L’avenir de cet aérodrome	cet aérodrome					
1958-padog_20230710.xml	1087	aucune extension	Les autres aérodromes principaux de la Région Parisienne : CORMEILLES, PERSAN-BEAUMONT, CREIL, COULOMMIERS, ÉTAMPES, BRÉTIGNY, MELUN-VILLAROCHE				il n’est prévu	
1958-padog_20230710.xml	1091	développement de la construction	la construction					
1958-padog_20230710.xml	1094	sont installés des aéro-clubs d’aviation légère et sportive	des aéro-clubs d’aviation légère et sportive	20 terrains				
1958-padog_20230710.xml	1098	centres d’activité, actuels ou futurs						
1958-padog_20230710.xml	1100	des réalisations ultérieures						
1958-padog_20230710.xml	1101	chaque noyau principal à réaliser						
1958-padog_20230710.xml	1106	peuvent recevoir indépendamment des entrepôts et magasins généraux, des industries de transformation	des entrepôts et magasins généraux, des industries de transformation	en bordure même de la voie d’eau			peuvent	
1958-padog_20230710.xml	1109	Leur maintien					est intéressant	
1958-padog_20230710.xml	1110	déplacer certains ports parisiens ou de très proche banlieue						
1958-padog_20230710.xml	1111	le doublement de l’avenue de Versailles						
1958-padog_20230710.xml	1113	la création d’une traversée Nord-Sud						
1958-padog_20230710.xml	1114	la couverture du canal de l’Ourcq	canal de l’Ourcq	dans la région SEVRAN-VILLEPARISIS				
1958-padog_20230710.xml	1121	l’évolution future de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	1127	doivent bien évidemment être réalisés	les programmes d’habitation				bien évidemment	
1958-padog_20230710.xml	1128	doivent être réservés les terrains nécessaires à cet équipement						
1958-padog_20230710.xml	1129	l’équipement à réaliser	l’équipement				l’importance	
1958-padog_20230710.xml	1136	doivent réserver des terrains pour ces établissements	des terrains pour ces établissements				doivent	les propositions du Plan
1958-padog_20230710.xml	1140	une nouvelle Faculté des Sciences						
1958-padog_20230710.xml	1141	les nouveaux noyaux urbains, principaux ou secondaires						
1958-padog_20230710.xml	1142	ces agglomérations nouvelles						
1958-padog_20230710.xml	1144	quitteraient PARIS	plusieurs grandes écoles nationales, laboratoires ou centres nationaux d’études	pour les régions de LYON, GRENOBLE, TOULOUSE, RENNES, BORDEAUX				
1958-padog_20230710.xml	1145	la voie des réalisations			sur une période qui ne devrait pas excéder 5 ans			
1958-padog_20230710.xml	1147	modernisation ou d’agrandissement indispensables						
1958-padog_20230710.xml	1148	devront être localisés						
1958-padog_20230710.xml	1149	doivent être créés						
1958-padog_20230710.xml	1160	réaménagement et à la modernisation de ces établissements	ces établissements				un caractère acrobatique	
1958-padog_20230710.xml	1162	la création des nouveaux centres urbains						
1958-padog_20230710.xml	1163	la transformation						
1958-padog_20230710.xml	1168	ont été construites						
1958-padog_20230710.xml	1169	La construction de trois autres centrales est en cours ou projetée						
1958-padog_20230710.xml	1172	installer de nouvelles centrales thermiques						
1958-padog_20230710.xml	1175	La suppression de certaines usines à gaz anciennes	certaines usines à gaz anciennes				est, par contre, envisagée	
1958-padog_20230710.xml	1179	sont installés les principaux marchés de la grande agglomération parisienne	les principaux marchés de la grande agglomération parisienne				Il est inutile d’insister longuement sur les conditions	
1958-padog_20230710.xml	1180	Les Halles Centrales construites	Les Halles Centrales		il y a 100 ans			
1958-padog_20230710.xml	1185	report du marché de la viande						
1958-padog_20230710.xml	1187	puisse être étudiée	sa localisation	dans la région d’ARGENTEUIL			puisse	
1958-padog_20230710.xml	1188	pourraient être implantés	D’autres marchés de caractère régional ou local	dans des villes périphériques comme MONTLHÉRY, MONTEREAU			pourraient	
1958-padog_20230710.xml	1190	le transfert des marchés principaux (fruits et légumes à RUNGIS, viandes à la VILLETTE, fleurs sur un emplacement à déterminer)	fleurs	sur un emplacement à déterminer				
1958-padog_20230710.xml	1191	pourra alors être réaménagé	Ce secteur				pourra	
1958-padog_20230710.xml	1193	aucune création récente					digne d’être mentionnée	
1958-padog_20230710.xml	1195	la création d’un parc de plusieurs centaines d’hectares	30 parcs intercommunaux	au nord de PARIS			la nécessité	
1958-padog_20230710.xml	1197	concevoir	de nouveaux groupes d’immeubles d’habitation sans espaces verts				il va sans dire qu’on ne saurait plus	
1958-padog_20230710.xml	1198	les installations industrielles nouvelles	les installations industrielles					
1958-padog_20230710.xml	1208	la construction de barrages	de barrages	en amont sur la Seine et la Marne			apporteront une amélioration certaine	
1958-padog_20230710.xml	1211	sont actuellement exécutés						
1958-padog_20230710.xml	1217	exécution du programme général des ouvrages d’assainissement	ouvrages d’assainissement				Il est donc indispensable	
1958-padog_20230710.xml	1218	devrait être équipée	La station d’épuration d’ACHÈRES				devrait	
1958-padog_20230710.xml	1222	la création de nouveaux cimetières						
1958-padog_20230710.xml	1224	certaines réalisations étrangères						
1958-padog_20230710.xml	1225	constituer quelques cimetières régionaux ou de district						
1958-padog_20230710.xml	1229	ont été implantés progressivement	Un certain nombre d’établissements	à la limite de l’agglomération : FRESNES				
1958-padog_20230710.xml	1230	ont été installées	des prisons	à POISSY (dans une ancienne Abbaye)				
1958-padog_20230710.xml	1231	des transformations importantes						
1958-padog_20230710.xml	1238	la réalisation de nombreux bâtiments administratifs, culturels ou sociaux, d’écoles, de crèches, de dispensaires, de foyers de jeunes travailleurs	foyers de jeunes travailleurs					
1958-padog_20230710.xml	1244	la création d’un réseau express régional						
1958-padog_20230710.xml	1245	Toutes ces opérations principales ne pourront sans doute pas, pour des raisons financières, être entreprises en même temps					ne pourront sans doute pas	
1958-padog_20230710.xml	1247	les plus larges possibilités de réalisation					possibilités	
1958-padog_20230710.xml	1254	exécuter les opérations principales						
1958-padog_20230710.xml	1265	aménagement régional						
1958-padog_20230710.xml	1279	le développement tentaculaire et désordonné des agglomérations et notamment de l'agglomération parisienne	l'agglomération parisienne				désordonné	
1958-padog_20230710.xml	1281	pouvant ou devant faire l’objet d’aménagement d’ensemble de caractère régional	des secteurs				devant	
1958-padog_20230710.xml	1282	3 noyaux principaux de restructuration	3 noyaux principaux					
1958-padog_20230710.xml	1288	aucune construction						
1958-padog_20230710.xml	1289	les zones à urbaniser	les zones					
1958-padog_20230710.xml	1290	peuvent faire l’objet d’opérations de grands ensembles d’habitations	4.000				peuvent	
1958-padog_20230710.xml	1291	L’aménagement de ces zones	ces zones				des possibilités	plans de détail
1958-padog_20230710.xml	1292	devant faire l’objet de rénovation	Les secteurs				devant	
1958-padog_20230710.xml	1295	le desserrement des activités trop concentrées						
1958-padog_20230710.xml	1296	Les zones nouvelles						
1958-padog_20230710.xml	1300	les parcs de sports, bassins nautiques à réaliser						Le plan
1958-padog_20230710.xml	1302	les sites importants à protéger	les sites importants					
1958-padog_20230710.xml	1305	pourra être aménagée						
1958-padog_20230710.xml	1311	un futur stade de 100.000 places						
1958-padog_20230710.xml	1312	la sauvegarde du Bois de Vincennes						
1958-padog_20230710.xml	1313	un futur parc olympique						
1958-padog_20230710.xml	1317	son prolongement	la Région de la Défense	vers la plaine de Montesson	ultérieurement		en cas de besoin	
1958-padog_20230710.xml	1319	la restructuration de la banlieue						
1958-padog_20230710.xml	1320	devront faire l’objet d’aménagement	celles				devront	
1958-padog_20230710.xml	1321	possibilités concrètes de réalisation					possibilités	
1958-padog_20230710.xml	1324	l’aménagement d’une voie de liaison Nord-Sud, de la rocade des Fermiers Généraux et de certaines radiales	certaines radiales					
1958-padog_20230710.xml	1326	L’ouverture de 1.140 km de voies nouvelles						
1958-padog_20230710.xml	1331	L’élargissement et l’aménagement de 2.500 km de routes nationales	2.500 km de routes nationales					
1958-padog_20230710.xml	1332	la création de nombreux parcs de stationnement						
1958-padog_20230710.xml	1334	des carrefours aménagés						
1958-padog_20230710.xml	1335	l’évolution prévisible ou souhaitable de certains secteurs						
1958-padog_20230710.xml	1337	le report des gares parisiennes	gares parisiennes	à la périphérie de la Capitale				
1958-padog_20230710.xml	1339	devraient faire l’objet d’études						
1958-padog_20230710.xml	1341	transformations progressives du réseau ferré						
1958-padog_20230710.xml	1347	la construction de tronçons de lignes nouvelles						
1958-padog_20230710.xml	1350	4 nouvelles facultés						
1958-padog_20230710.xml	1351	la poursuite des travaux en cours						
1958-padog_20230710.xml	1352	son extension						
1958-padog_20230710.xml	1354	l’évolution des secteurs	secteurs					
1958-padog_20230710.xml	1356	6 extensions importantes						
1958-padog_20230710.xml	1357	l’extension de 2 établissements existants						
1958-padog_20230710.xml	1362	les agrandissements prévus pour l’aéroport d’Orly	l’aéroport d’Orly					
1958-padog_20230710.xml	1363	la construction sera soit interdite, soit réglementée		les zones				
1958-padog_20230710.xml	1364	pouvant ou devant faire l’objet d’un aménagement d’ensemble					devant	
1958-padog_20230710.xml	1365	remplacer l’aéroport du Bourget						
1958-padog_20230710.xml	1366	grands secteurs d’aménagement	grands secteurs					
1958-padog_20230710.xml	1368	sont prévus						
1958-padog_20230710.xml	1371	pourraient opportunément être supprimés						
1958-padog_20230710.xml	1372	projets de barrages						
1958-padog_20230710.xml	1374	le maintien ou la suppression de ces aéroports	ces aéroports					
1958-padog_20230710.xml	1377	Les centrales thermiques et les couloirs de lignes à très hautes tension, existants ou projetés	les couloirs de lignes à très hautes tension	dans la Région Parisienne	à ce jour			
1958-padog_20230710.xml	1378	la création de nouveaux couloirs de lignes de transport d’énergie électrique						
1958-padog_20230710.xml	1380	Aucune création nouvelle de cokerie	cokerie				n’est envisagée	
1958-padog_20230710.xml	1381	la disparition de certaines usines à gaz	de certaines usines à gaz					
1958-padog_20230710.xml	1385	recevoir notamment le marché des fruits et légumes des Halles						
1958-padog_20230710.xml	1387	pourrait être localisé						
1958-padog_20230710.xml	1388	sont prévues	Trois gares charbonnières raccordées à la voie d’eau et à la voie ferrée	au Nord, à l’Est et au Sud-Ouest de PARIS				
1958-padog_20230710.xml	1390	création de 5 cimetières régionaux et de 20 cimetières intercommunaux	20 cimetières intercommunaux					Un programme
1958-padog_20230710.xml	1398	la prévision d’un établissement pénitentiaire	un établissement pénitentiaire	dans le sud de l’agglomération parisienne				
1958-padog_20230710.xml	1399	remplacer les prisons de la Roquette et de la Santé ainsi que la prison de VERSAILLES						
1958-padog_20230710.xml	1407	l’aménagement de réserves	réserves					
1958-padog_20230710.xml	1408	le maintien des champs d’épandages						
1958-padog_20230710.xml	1410	un futur parc olympique	parc olympique	les emplacements possibles				Le P.A.D.O.G.
1958-padog_20230710.xml	1421	secteurs déjà urbanisés						
1958-padog_20230710.xml	1422	secteurs susceptibles d’être urbanisés						
1958-padog_20230710.xml	1424	zones d’activités industrielles projetées						
1958-padog_20230710.xml	1425	pouvant ou devant faire l’objet d’un aménagement d’ensemble						
1958-padog_20230710.xml	1432	les constructions industrielles						
1958-padog_20230710.xml	1433	réserver des aires de stationnement	des aires de stationnement			les constructeurs		
1958-padog_20230710.xml	1434	devront réserver un minimum de 10 m2 d’espaces verts publics par habitant	un minimum de 10 m2 d’espaces verts publics par habitant	dans les zones urbaines				les plans d’urbanisme intercommunaux et de détail
1958-padog_20230710.xml	1435	les zones pouvant ou devant faire l’objet d’un aménagement d’ensemble de caractère régional						
1958-padog_20230710.xml	1436	implantations industrielles nouvelles						
1958-padog_20230710.xml	1437	doivent être aménagées	ces zones				doivent	
1958-padog_20230710.xml	1440	interdiction de défricher ou de déboiser						
1958-padog_20230710.xml	1448	la protection des sites et monuments historiques						
1958-padog_20230710.xml	1449	la protection des sources, cours d’eau et voies navigables						
1958-padog_20230710.xml	1464	les principales opérations proposées						
1958-padog_20230710.xml	1465	un aménagement et un équipement satisfaisants		pour l’agglomération parisienne			satisfaisants	
1958-padog_20230710.xml	1467	une première tranche de réalisations coordonnées						une loi-programme d'équipement de la Région Parisienne
1958-padog_20230710.xml	1471	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées			dans les prochaines années		doivent permettre	Les propositions faites dans le Plan d’Aménagement et d’Organisation Générale de la Région Parisienne
1958-padog_20230710.xml	1472	la réalisation de ce plan						ce plan
1958-padog_20230710.xml	1473	les logements nouveaux	les logements					
1958-padog_20230710.xml	1474	cette réalisation						
1958-padog_20230710.xml	1480	l’aménagement d’une région	une région				réussir une œuvre aussi importante	
1958-padog_20230710.xml	1485	la décentralisation et de la décongestion de l’agglomération parisienne	l’agglomération parisienne					
1958-padog_20230710.xml	1486	le déplacement, même coûteux, de quelques grands établissements	de grandes industries ou services particulièrement gênants ou insalubres				même coûteux	
1958-padog_20230710.xml	1493	habitations édifiées	habitations			des habitants		
1958-padog_20230710.xml	1496	aménagement et d’équipement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	1498	L’aménagement et l’équipement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	1499	mettre en œuvre, sous l’autorité et par délégation des Ministres intéressés, la politique d’aménagement, d’urbanisme et de construction						la politique d’aménagement, d’urbanisme et de construction
1958-padog_20230710.xml	1500	créant le district de la Région de Paris	le district de la Région de Paris					
1958-padog_20230710.xml	1503	l’aménagement et de l’équipement						
1958-padog_20230710.xml	1504	aménagement ou d’équipement						
1958-padog_20230710.xml	1508	les opérations d’urbanisme						
1958-padog_20230710.xml	1510	une opération d’urbanisme						
1958-padog_20230710.xml	1511	les zones à urbaniser	les zones					
1958-padog_20230710.xml	1513	les zones à urbaniser						
1958-padog_20230710.xml	1514	des opérations			dans un délai pouvant atteindre ou même dépasser 10 ans			
1958-padog_20230710.xml	1517	de multiples opérations partielles d’extension ou de transformation						
1958-padog_20230710.xml	1519	La réalisation des opérations						le Plan
1958-padog_20230710.xml	1523	la création ou à l’aménagement des parkings urbains						
1958-padog_20230710.xml	1524	la réalisation de grandes opérations						
1958-padog_20230710.xml	1529	des travaux					tous nécessaires et urgents	
1958-padog_20230710.xml	1540	grandes opérations régionales						
1958-padog_20230710.xml	1541	des opérations importantes de rénovation						
1958-padog_20230710.xml	1543	l’accroissement et la congestion de la Région						
1958-padog_20230710.xml	1548	l’aménagement et l’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	1564	le développement et le rayonnement des grandes villes	grandes villes				favoriser	
1958-padog_20230710.xml	1571	en reportant progressivement sur la périphérie de l’agglomération et vers les cités satellites de la Région, des installations de caractère industriel ou commercial						
1958-padog_20230710.xml	1572	interdit de les transférer						
1958-padog_20230710.xml	1573	Cette réorganisation						
1958-padog_20230710.xml	1574	doivent être prévus et réalisés simultanément avec les programmes de logements						
1958-padog_20230710.xml	1576	construction de logements	logements	dans la Région	pour les 10 prochaines années			
1958-padog_20230710.xml	1577	le renouvellement normal du patrimoine immobilier						
1958-padog_20230710.xml	1578	les équipements nouveaux	les équipements					
1958-padog_20230710.xml	1579	une décongestion nécessaire de la Capitale						
1958-padog_20230710.xml	1582	devraient pouvoir être réservés et acquis						
1958-padog_20230710.xml	1585	l’aménagement de grandes voies routières de dégagement						
1958-padog_20230710.xml	1586	des extensions périphériques faciles et incohérentes de l’agglomération	l’agglomération				incohérentes	
1958-padog_20230710.xml	1587	maintenir tout autour de lui une large ceinture de verdure, une grande réserve boisée et rurale	une grande réserve boisée et rurale	tout autour de lui			Il est capital	
1958-padog_20230710.xml	1588	seront à localiser	Des installations sportives et de loisirs	le long des cours d’eau				
1958-padog_20230710.xml	1589	en créer de nouvelles						
1958-padog_20230710.xml	1591	un effort particulier d’aménagement et d’équipement de certains petits centres ruraux	certains petits centres ruraux				devra être entrepris	
1958-padog_20230710.xml	1594	des œuvres nouvelles						
1958-padog_20230710.xml	1595	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	la Maison de la Radio			nos techniciens		
1958-padog_20230710.xml	1596	l’aménagement du quartier Maine-Montparnasse						
1958-padog_20230710.xml	1597	d’autres grandes opérations d’urbanisme			Demain			
1958-padog_20230710.xml	1612	la dégradation de la structure même de la Capitale						
1958-padog_20230710.xml	1645	la prolifération des « lotissements »						
1958-padog_20230710.xml	1655	l’extension tentaculaire			Depuis 1950		limitée volontairement	
1958-padog_20230710.xml	1656	des modifications sensibles de l’aspect et du mode de vie de ces banlieues	l’aspect et du mode de vie de ces banlieues				sensibles	
1958-padog_20230710.xml	1709	villes en développement						
1958-padog_20230710.xml	1801	l’expansion industrielle des activités	activités	dans la Région Parisienne				
1958-padog_20230710.xml	1802	extensions ou des reconversions d’entreprises						
1958-padog_20230710.xml	1840	implantations récentes d’importants groupes d’habitations	importants groupes d’habitations		récentes			Cette carte
1958-padog_20230710.xml	1843	un regroupement et une densification de la partie périphérique de l’agglomération						
1958-padog_20230710.xml	1891	le développement des villes satellites (new-towns)						
1958-padog_20230710.xml	1906	l’aménagement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	1910	la construction du logement et les équipements collectifs	les équipements collectifs				tendant à favoriser	loi-cadre
1958-padog_20230710.xml	1915	des bâtiments à construire						
1958-padog_20230710.xml	1916	la construction dans la Région Parisienne d’immeubles privés à usage principal de bureaux commerciaux ou professionnels		dans des bâtiments existants				
1958-padog_20230710.xml	1917	transformation en locaux d’habitation ou en locaux scolaires						
1958-padog_20230710.xml	1918	le développement						
1958-padog_20230710.xml	1928	un développement considérable des établissements commerciaux, financiers et des bureaux de toute nature	bureaux de toute nature				considérable	
1958-padog_20230710.xml	2004	réaliser une décentralisation vers la province d’un certain nombre d’établissements industriels parisiens	un certain nombre d’établissements industriels parisiens	vers la province				
1958-padog_20230710.xml	2010	destruction aussi de bâtiments industriels vétustes	bâtiments industriels vétustes					
1958-padog_20230710.xml	2013	675 opérations de décentralisation			pendant la période du 1er Octobre 1950 au 1er Juin 1960			
1958-padog_20230710.xml	2019	seront ouvertes, d’autres comblées						
1958-padog_20230710.xml	2025	un aménagement général de la Région	la Région					
1958-padog_20230710.xml	2027	des implantations						
1958-padog_20230710.xml	2033	l’aménagement d’espaces verts						
1958-padog_20230710.xml	2036	création de plans d’eau artificiels						
1958-padog_20230710.xml	2041	un meilleur aménagement de la Région	la Région				meilleur	
1958-padog_20230710.xml	2043	l’implantation des établissements que pour l’habitation						
1958-padog_20230710.xml	2045	se dessinent en couronne						
1958-padog_20230710.xml	2050	sont implantées en particulier les principales centrales gazières et électriques destinées à l’alimentation de la Capitale et de sa banlieue, les usines d’incinération d’ordures ménagères et certaines des industries les plus insalubres, produits chimiques, fonderies, etc	certaines des industries les plus insalubres, produits chimiques, fonderies, etc	Dans ces zones				
1958-padog_20230710.xml	2057	s’est développée	L’industrie automobile	à FLINS	depuis la guerre			
1958-padog_20230710.xml	2230	sont implantées	de nombreuses entreprises industrielles	dans des secteurs à vocation principale d’habitation				
1958-padog_20230710.xml	2231	l’aménagement de leurs abords						
1958-padog_20230710.xml	2240	des possibilités de relogement d’usines ou d’ateliers						
1958-padog_20230710.xml	2247	se réinstaller						
1958-padog_20230710.xml	2258	augmenter les surfaces nécessaires au sol						
1958-padog_20230710.xml	2261	réserver, à l’intérieur même de leurs entreprises, des emplacements suffisants pour le stationnement et le parking de leurs propres véhicules et de ceux de leur clientèle	des emplacements suffisants pour le stationnement et le parking de leurs propres véhicules et de ceux de leur clientèle	à l’intérieur même de leurs entreprises		ces industriels		
1958-padog_20230710.xml	2264	seront autorisées à se reconstituer						
1958-padog_20230710.xml	2267	regroupement et à la réinstallation d’activités	activités	dans la Région Parisienne				
1958-padog_20230710.xml	2268	le développement						Plan
1958-padog_20230710.xml	2269	premières réalisations de zones d’activités	zones d’activités		au fur et à mesure			
1958-padog_20230710.xml	2271	un desserrement de la partie centrale	la partie centrale					
1958-padog_20230710.xml	2273	nouveaux noyaux urbains	noyaux urbains					
