Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1965-SDAURP_CE_Oct23_GP.xml	1254	ont transformé le caractère de la banlieue				
1965-SDAURP_CE_Oct23_GP.xml	1271	le futur aérodrome	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	1273	L'axe d'urbanisation				
1965-SDAURP_CE_Oct23_GP.xml	1273	sera à terme, renforcé	à terme	fut		
1965-SDAURP_CE_Oct23_GP.xml	1273	la création d'une deuxième ligne R.E.R.				
1965-SDAURP_CE_Oct23_GP.xml	1273	doublant la voie ferrée de Pontoise				
1965-SDAURP_CE_Oct23_GP.xml	1284	doubler	ultérieurement	fut		
1965-SDAURP_CE_Oct23_GP.xml	1284	le passage d'une autoroute				
1965-SDAURP_CE_Oct23_GP.xml	1303	la "ville nouvelle"				
1965-SDAURP_CE_Oct23_GP.xml	1303	les développements industriels prévus				
1965-SDAURP_CE_Oct23_GP.xml	1303	la future région urbaine de Paris	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	1323	l'avenir				
1965-SDAURP_CE_Oct23_GP.xml	1323	l'aménagement de la partie de la vallée de l'Oise située en région de Paris				
1965-SDAURP_CE_Oct23_GP.xml	1333	se sont implantées				
1965-SDAURP_CE_Oct23_GP.xml	1333	des constructions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GP.xml	1333	constituent, le long des voies, d'étroits rubans de forte densité				
1965-SDAURP_CE_Oct23_GP.xml	1336	la croissance	des 15 dernières années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1336	a pris très souvent la forme d'ensembles d'immeubles collectifs				
1965-SDAURP_CE_Oct23_GP.xml	1336	sans pour autant donner naissance				
1965-SDAURP_CE_Oct23_GP.xml	1337	les plus grandes opérations de construction de toute la zone ont été réalisées	depuis 1950	pas	oui/non	dur
1965-SDAURP_CE_Oct23_GP.xml	1350	des extensions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GP.xml	1358	verra sa croissance se stabiliser	dans l'avenir	fut		
1965-SDAURP_CE_Oct23_GP.xml	1358	son évolution qualitative se poursuivra				
1965-SDAURP_CE_Oct23_GP.xml	1363	les développements récents	récents	pas		
1965-SDAURP_CE_Oct23_GP.xml	1364	une phase de mise en ordre et d'équipement	maintenant	pres		
1965-SDAURP_CE_Oct23_GP.xml	1369	La réalisation sur cet axe d'une grande structure d'aménagement				
1965-SDAURP_CE_Oct23_GP.xml	1369	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	actuel	pres		dur
1965-SDAURP_CE_Oct23_GP.xml	1370	Ce dynamisme	depuis ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1370	implantation d'activités spécialisées				
1965-SDAURP_CE_Oct23_GP.xml	1400	poussées de l'agglomération				
1965-SDAURP_CE_Oct23_GP.xml	1400	leur développement spontané et anarchique				
1965-SDAURP_CE_Oct23_GP.xml	1400	la dispersion	à terme	fut		
1965-SDAURP_CE_Oct23_GP.xml	1404	Les deux villes nouvelles				
1965-SDAURP_CE_Oct23_GP.xml	1404	la direction nouvelle de développement				
1965-SDAURP_CE_Oct23_GP.xml	1404	les développements futurs de la rive gauche de Seine en aval de Paris	futurs	fut		
1965-SDAURP_CE_Oct23_GP.xml	1415	un développement rapide	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1422	est actuellement peu urbanisée	actuellement	pres		
1965-SDAURP_CE_Oct23_GP.xml	1441	L'extension de l'agglomération de Mantes	dans les prochaines années	fut		dur
1965-SDAURP_CE_Oct23_GP.xml	1441	les nouveaux quartiers d'habitation				
1965-SDAURP_CE_Oct23_GP.xml	1441	futur ensemble de loisir	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	1441	le plan d'eau aménagé				
1965-SDAURP_CE_Oct23_GP.xml	1444	le développement de cette agglomération				
1965-SDAURP_CE_Oct23_GP.xml	1444	sera créée				
1965-SDAURP_CE_Oct23_GP.xml	1444	la construction d'un pont				
1965-SDAURP_CE_Oct23_GP.xml	1444	zones industrielles établies	au fur et à mesure de la disparition progressive des champs d'épandage	fut		
1965-SDAURP_CE_Oct23_GP.xml	1444	la disparition progressive des champs d'épandage				
1965-SDAURP_CE_Oct23_GP.xml	1456	les ensembles d'immeubles collectifs construits	depuis dix ans	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1458	créent un paysage agréable				
1965-SDAURP_CE_Oct23_GP.xml	1458	l'autoroute de l'Ouest, la première des autoroutes construites				
1965-SDAURP_CE_Oct23_GP.xml	1458	a depuis longtemps accueilli des habitations de qualité	depuis longtemps	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1459	ont été livrés à l'habitat	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1461	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	1461	prolongement de Paris				
1965-SDAURP_CE_Oct23_GP.xml	1461	développements de la Seine-aval				
1965-SDAURP_CE_Oct23_GP.xml	1461	les urbanisations				
1965-SDAURP_CE_Oct23_GP.xml	1461	les villes nouvelles				
1965-SDAURP_CE_Oct23_GP.xml	1479	urbanisation	ancienne	pas		
1965-SDAURP_CE_Oct23_GP.xml	1481	a été peu construit	jusqu'à la dernière guerre	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1481	ont créé longtemps un obstacle à la poussée urbaine				
1965-SDAURP_CE_Oct23_GP.xml	1482	la construction d'immeubles collectifs s'est développée	depuis quinze ans	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	depuis 1920	pas	oui	dur
1965-SDAURP_CE_Oct23_GP.xml	1487	développement récent	récent	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1507	se constituera	peu à peu	fut		dur
1965-SDAURP_CE_Oct23_GP.xml	1507	Melun en forte croissance				
1965-SDAURP_CE_Oct23_GP.xml	1523	conserve encore de nombreuses exploitations maraîchères et surtout fruitières				
1965-SDAURP_CE_Oct23_GP.xml	1523	disparaissent	peu à peu	pres		dur
1965-SDAURP_CE_Oct23_GP.xml	1523	l'urbanisation				
1965-SDAURP_CE_Oct23_GP.xml	1529	subsistent encore				
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer	depuis quelques années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1529	en cours de réalisation				
1965-SDAURP_CE_Oct23_GP.xml	1542	l'aménagement de la "Corniche des Forts"				
1965-SDAURP_CE_Oct23_GP.xml	1542	reliant entre eux les forts				
1965-SDAURP_CE_Oct23_GP.xml	1542	pourront être désaffectés	à terme	fut		
1965-SDAURP_CE_Oct23_GP.xml	1542	serait constituée en bordure de ce plateau, une zone de jardins et de bois				
1965-SDAURP_CE_Oct23_GP.xml	1542	pourraient cependant être localisés des écoles ou des équipements publics				
1965-SDAURP_CE_Oct23_GP.xml	1567	les développements urbains				
1965-SDAURP_CE_Oct23_GP.xml	1567	le dynamisme renaît	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1584	se sont relativement peu développées	jusqu'à ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1584	leur expansion	au cours du xixe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GP.xml	1586	un renouveau de vitalité	Depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1586	l'implantation de quelques activités industrielles				
1965-SDAURP_CE_Oct23_GP.xml	1586	développe				
1965-SDAURP_CE_Oct23_GP.xml	1589	le développement futur de ces villes	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	1589	des grands secteurs d'urbanisation				
1965-SDAURP_CE_Oct23_GP.xml	1589	l'expansion de chacune d'elles				
1965-SDAURP_CE_Oct23_GP.xml	1594	La constitution progressive de la vaste région urbaine du val de Seine				
1965-SDAURP_CE_Oct23_GP.xml	1594	la création de villes nouvelles				
1965-SDAURP_CE_Oct23_GP.xml	1594	la mise en place de centres urbains rénovés				
1965-SDAURP_CE_Oct23_GP.xml	1594	centres urbains rénovés				
1965-SDAURP_CE_Oct23_GP.xml	1594	la construction d'un réseau circulatoire moderne				
1965-SDAURP_CE_Oct23_GP.xml	1594	une nouvelle étape de l'antique Lutèce	pour la fin du xxe siècle	fut	oui	
1965-SDAURP_CE_Oct23_GP.xml	1594	une transformation profonde				
1965-SDAURP_CE_Oct23_GP.xml	1621	rénovation				
1965-SDAURP_CE_Oct23_GP.xml	1621	les projets en cours de voies nouvelles	en cours	pres		dur
1965-SDAURP_CE_Oct23_GP.xml	1621	ce début de renouveau				
1965-SDAURP_CE_Oct23_GP.xml	1632	est en surface vingt fois plus grande	Trois siècles et demi plus tard	pres		
1965-SDAURP_CE_Oct23_GP.xml	1658	l'opération actuelle de la Défense	actuelle	pres		dur
1965-SDAURP_CE_Oct23_GP.xml	1658	l'implantation rapide d'immeubles de bureaux				
1965-SDAURP_CE_Oct23_GP.xml	1658	doublent la longueur de ce centre linéaire				
1965-SDAURP_CE_Oct23_GP.xml	1665	a été doublée	Au xixe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GP.xml	1665	artères neuves				
1965-SDAURP_CE_Oct23_GP.xml	1665	redoublée	au début du xxe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GP.xml	1670	les travaux	jusqu'à leur terme	fut		
1965-SDAURP_CE_Oct23_GP.xml	1670	localiser des sièges sociaux importants				
1965-SDAURP_CE_Oct23_GP.xml	1687	demain occupera plus de 2.000 km2	demain	fut		
1965-SDAURP_CE_Oct23_GP.xml	1708	desserrement	après-demain	fut		
1965-SDAURP_CE_Oct23_GP.xml	1708	villes nouvelles				
1965-SDAURP_CE_Oct23_GP.xml	1712	ont gardé au cours des siècles beaucoup d'espaces	au cours des siècles	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1712	une densification abusive de l'habitat				
1965-SDAURP_CE_Oct23_GP.xml	1721	un "bourrage" d'habitat	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1721	doivent être rénovés				
1965-SDAURP_CE_Oct23_GP.xml	1778	l'évolution urbaine	des vingt dernières années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	1778	une transformation semblable				
1965-SDAURP_CE_Oct23_GP.xml	1778	son expansion				
1965-SDAURP_CE_Oct23_GP.xml	1780	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	1953	300 établissements industriels récemment créés	récemment	pas		
1965-SDAURP_CE_Oct23_GP.xml	1957	l'ouverture d'un nouvel aéroport	dans une dizaine d'années	fut		
1965-SDAURP_CE_Oct23_GP.xml	1957	le développement du réseau ferroviaire transeuropéen				
1965-SDAURP_CE_Oct23_GP.xml	1957	la création d'un système d'autoroutes internationales				
1965-SDAURP_CE_Oct23_GP.xml	2012	doivent relier les centres autour desquels s'articule la future organisation urbaine				
1965-SDAURP_CE_Oct23_GP.xml	2012	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	2026	construit	avant la première guerre mondiale	pas	oui	
1965-SDAURP_CE_Oct23_GP.xml	2026	n'a guère évolué	jusqu'à une date récente	pas		
1965-SDAURP_CE_Oct23_GP.xml	2073	ont empêché de réaliser ces projets				
1965-SDAURP_CE_Oct23_GP.xml	2073	a vu le jour	avant 1940	pas	oui	
1965-SDAURP_CE_Oct23_GP.xml	2074	s'ouvre le premier tronçon de l'autoroute du Sud	1960	pas	oui	
1965-SDAURP_CE_Oct23_GP.xml	2134	une nouvelle transformation radicale	demain	fut		
1965-SDAURP_CE_Oct23_GP.xml	2137	remettre en cause, à cette échéance, la forme des villes	à cette échéance	fut		
1965-SDAURP_CE_Oct23_GP.xml	2137	peut aujourd'hui concevoir	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GP.xml	2150	les réseaux de transport futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GP.xml	2198	Une entreprise aussi dévastatrice				
1965-SDAURP_CE_Oct23_GP.xml	2198	ne pourrait être réalisée d'ici à la fin du siècle	d'ici à la fin du siècle	fut	oui	dur
1965-SDAURP_CE_Oct23_GP.xml	2205	ses futures extensions	futures	fut		
1965-SDAURP_CE_Oct23_GP.xml	2274	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	2279	des différentes routes futures	futures	fut		
1965-SDAURP_CE_Oct23_GP.xml	2306	faudra-t-il, dans la mesure du possible, réserver des emprises				
1965-SDAURP_CE_Oct23_GP.xml	2306	ouvrages à réaliser	à moyen terme	fut		dur
1965-SDAURP_CE_Oct23_GP.xml	2306	les élargissements futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GP.xml	2324	une ligne nouvelle				
1965-SDAURP_CE_Oct23_GP.xml	2324	soit dessinée				
1965-SDAURP_CE_Oct23_GP.xml	2324	la future préfecture d’Évry	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	2324	la construction d'une ligne nouvelle				
1965-SDAURP_CE_Oct23_GP.xml	2349	ses deux prolongements				
1965-SDAURP_CE_Oct23_GP.xml	2349	la zone à urbaniser				
1965-SDAURP_CE_Oct23_GP.xml	2349	le futur axe urbain	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	2369	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	2402	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GP.xml	2402	l'urbanisation à venir				
1965-SDAURP_CE_Oct23_GP.xml	2402	préserver				
1965-SDAURP_CE_Oct23_GP.xml	2407	de nouvelles lignes très rapides				
1965-SDAURP_CE_Oct23_GP.xml	2407	celle construite récemment	récemment	pas		
1965-SDAURP_CE_Oct23_GP.xml	2658	devrait s'accroître	d'ici à la fin du siècle	fut		
1965-SDAURP_CE_Oct23_GP.xml	2669	les vagues successives d'expansion	depuis près d'un siècle	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2669	ont déplacé les limites de ces zones concentriques				
1965-SDAURP_CE_Oct23_GP.xml	2675	le développement	le moins ancien	pas		
1965-SDAURP_CE_Oct23_GP.xml	2683	émergent quelques noyaux plus développés				
1965-SDAURP_CE_Oct23_GP.xml	2683	submergés	maintenant	pres		
1965-SDAURP_CE_Oct23_GP.xml	2687	une évolution continue	depuis le début du siècle	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2689	Les mouvements observés	au cours des dernières années	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2689	se déplacent				
1965-SDAURP_CE_Oct23_GP.xml	2691	l'exode industriel	Entre les deux derniers recensements de population	pas		
1965-SDAURP_CE_Oct23_GP.xml	2693	l'évolution récente	récente	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2715	l'implantation des industries	jusqu'alors	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2753	les futurs centres urbains	futurs	fut		
1965-SDAURP_CE_Oct23_GP.xml	2753	ne pas quitter la région parisienne				
1965-SDAURP_CE_Oct23_GP.xml	2753	doivent y demeurer				
1965-SDAURP_CE_Oct23_GP.xml	2754	remplir les nouveaux centres	plusieurs années	fut		dur
1965-SDAURP_CE_Oct23_GP.xml	2754	les nouveaux centres				
1965-SDAURP_CE_Oct23_GP.xml	2758	peuvent s'implanter rapidement	rapidement	fut		
1965-SDAURP_CE_Oct23_GP.xml	2791	futures zones urbanisées	futures	fut		
1965-SDAURP_CE_Oct23_GP.xml	2797	quartiers construits successivement	successivement	fut		
1965-SDAURP_CE_Oct23_GP.xml	2797	futur centre de la ville	futur	fut		
1965-SDAURP_CE_Oct23_GP.xml	2803	soient mises en place	dès la naissance des villes nouvelles	fut		
1965-SDAURP_CE_Oct23_GP.xml	2803	la naissance des villes nouvelles				
1965-SDAURP_CE_Oct23_GP.xml	2880	ont grandi	Les siècles ont passé	pas		dur
1965-SDAURP_CE_Oct23_GP.xml	2881	conserver les terres à blé ou à betterave				
1965-SDAURP_CE_Oct23_GP.xml	2881	construire	presque jusqu'au milieu du xxe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GP.xml	2918	des aménagements	dès maintenant	pres		
1965-SDAURP_CE_Oct23_GP.xml	2945	complété par un auditorium de 3.000 places	éventuellement	fut		
1965-SDAURP_CE_Oct23_GP.xml	2967	en pleine évolution	Aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GP.xml	2982	n'a pas été prévue	aux époques - fort anciennes pour certains quartiers, mais parfois très récentes ailleurs - où était possible ce qui ne l'est plus	pas		
1965-SDAURP_CE_Oct23_GP.xml	2987	la région urbaine de demain	demain	fut		
1965-SDAURP_CE_Oct23_GP.xml	3024	ce Paris dessiné	en 1965	pres	oui	
2005-Reichen_CE_Oct23.xml	28	les premières délocalisations de l’industrie textile	Dans le débat des années 1975	pas	oui	dur
2005-Reichen_CE_Oct23.xml	28	la reconversion				
2005-Reichen_CE_Oct23.xml	37	la filature Prouvost à Tourcoing, reconvertie	en 1983	pas	oui	
2005-Reichen_CE_Oct23.xml	42	transformer	Vingt ans plus tard	pas		
2005-Reichen_CE_Oct23.xml	43	l’avenir de ce quartier	l’avenir	fut		
2005-Reichen_CE_Oct23.xml	48	l’avenir des villes	l’avenir	fut		
2005-Reichen_CE_Oct23.xml	81	mise en œuvre d’infrastructures « égocentrées »	quelques décennies	pas		dur
2005-Reichen_CE_Oct23.xml	81	recomposition et de redistribution de l’espace public				
2005-Reichen_CE_Oct23.xml	81	projet du tramway de Caen				
2005-Reichen_CE_Oct23.xml	98	cette ville nouvelle, claire et bien dessinée				
2005-Reichen_CE_Oct23.xml	98	donner de l’épaisseur au centre-ville				
2005-Reichen_CE_Oct23.xml	98	une transformation mesurée qui est menée	maintenant	pres		
2005-Reichen_CE_Oct23.xml	121	la reconstitution du parc de logements				
2005-Reichen_CE_Oct23.xml	121	l’avenir de ce quartier	l’avenir	fut		
2005-Reichen_CE_Oct23.xml	124	L’obsolescence rapide des grands ensembles	rapide			
2005-Reichen_CE_Oct23.xml	124	la permanence d’un cadre physique				
2005-Reichen_CE_Oct23.xml	130	reconstruire en dix ans les bases d’un grand paysage	en dix ans	fut		dur
2005-Reichen_CE_Oct23.xml	135	était transformé	Dans un même temps			
2005-Reichen_CE_Oct23.xml	139	D’autres grands développements ont été ensuite réalisés	ensuite			
2005-Reichen_CE_Oct23.xml	140	générer ensuite des développements contradictoires	ensuite			
2005-Reichen_CE_Oct23.xml	162	Soixante projets	depuis 1970	pas	oui	dur
2005-Reichen_CE_Oct23.xml	162	sa transformation				
2005-Reichen_CE_Oct23.xml	168	Redessiner la mer				
2005-Reichen_CE_Oct23.xml	168	relier la côte à la ville				
2005-Reichen_CE_Oct23.xml	168	résorption des grandes infrastructures routières				
2005-Reichen_CE_Oct23.xml	168	la reconversion				
2005-Reichen_CE_Oct23.xml	168	produire un espace « capable »				
2005-Reichen_CE_Oct23.xml	168	un projet urbain	dans l’avenir	fut		
2005-Reichen_CE_Oct23.xml	182	les développements futurs	futurs	fut		
2005-Reichen_CE_Oct23.xml	215	a changé	plus vite que la société			
2005-Reichen_CE_Oct23.xml	260	le chantier urbain	prochaines décennies			
1958-padog_CE_Oct23_GP.xml	2	se sont accrus	Depuis 1880	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	2	croissance exceptionnellement rapide				
1958-padog_CE_Oct23_GP.xml	4	l’embellissement de Paris	au cours de notre histoire	pas		dur
1958-padog_CE_Oct23_GP.xml	4	n’ont ajouté à « la plus belle ville du monde » qu’une banlieue indifférenciée, sans style et sans âme	les cent dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	8	se prépara puis s’accomplit le renouveau de la France	Après dix années sombres			
1958-padog_CE_Oct23_GP.xml	8	un immense effort de construction				
1958-padog_CE_Oct23_GP.xml	11	doit évoluer le Paris futur	futur	fut		
1958-padog_CE_Oct23_GP.xml	18	devenir au cours des 80 dernières années cette agglomération géante	au cours des 80 dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	18	a grandi lentement				
1958-padog_CE_Oct23_GP.xml	18	garder un équilibre harmonieux entre les différentes parties de la ville				
1958-padog_CE_Oct23_GP.xml	18	son embellissement et à son équipement				
1958-padog_CE_Oct23_GP.xml	24	se sons basties	depuis vingt ans	pas		dur
1958-padog_CE_Oct23_GP.xml	24	se bastissent	encores de nouveau chaque jour	pres		dur
1958-padog_CE_Oct23_GP.xml	32	l’accroissement continuel et de l’augmentation de « la grande ville	A cette époque	pas		
1958-padog_CE_Oct23_GP.xml	33	fut donc commencée	en même temps			
1958-padog_CE_Oct23_GP.xml	33	des aménagements intérieurs				
1958-padog_CE_Oct23_GP.xml	33	l’embellissement et aux commodités de la ville	en même temps			
1958-padog_CE_Oct23_GP.xml	33	création de places				
1958-padog_CE_Oct23_GP.xml	33	percements de rues				
1958-padog_CE_Oct23_GP.xml	37	l’extension des limites à l’intérieur desquelles on percevait l’impôt	En 1785	pas	oui	
1958-padog_CE_Oct23_GP.xml	42	est intégrée	en 1859	pas	oui	
1958-padog_CE_Oct23_GP.xml	42	un développement considérable de l’agglomération parisienne				
1958-padog_CE_Oct23_GP.xml	43	s’accroîtra	En moins de 80 ans	pas		dur
1958-padog_CE_Oct23_GP.xml	52	La démolition des anciennes fortifications de la Capitale	achevée en 1930	pas	oui	
1958-padog_CE_Oct23_GP.xml	52	la construction d’importants programmes de logements				
1958-padog_CE_Oct23_GP.xml	52	ont définitivement effacé les traces de la dernière enceinte				
1958-padog_CE_Oct23_GP.xml	55	problèmes d’aménagement urbain	aujourd’hui	pres		
1958-padog_CE_Oct23_GP.xml	55	des problèmes d’aménagement du territoire	aujourd’hui	pres		
1958-padog_CE_Oct23_GP.xml	87	n’ayant nullement l’ambition de dessiner le PARIS de l’AN 2.000				
1958-padog_CE_Oct23_GP.xml	87	une volonté d’aménagement et d’organisation				
1958-padog_CE_Oct23_GP.xml	133	les opérations	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	134	l’avenir de la Région	l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	163	certaines opérations	à long terme			dur
1958-padog_CE_Oct23_GP.xml	163	n’ont pu être étudiées et matérialisées	dès à présent	pres		
1958-padog_CE_Oct23_GP.xml	163	puissent ainsi être réalisées	le moment venu			
1958-padog_CE_Oct23_GP.xml	174	La concentration industrielle	à partir du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GP.xml	185	La centralisation ferroviaire et routière				
1958-padog_CE_Oct23_GP.xml	185	son accroissement particulièrement rapide	depuis la fin du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GP.xml	191	nouveaux groupes d'habitation terminés	depuis cette date	pas		dur
1958-padog_CE_Oct23_GP.xml	191	nouveaux groupes d'habitation				
1958-padog_CE_Oct23_GP.xml	293	doit être conçue, dans un esprit nouveau, l’agglomération de demain				
1958-padog_CE_Oct23_GP.xml	293	l’agglomération de demain	demain	fut		
1958-padog_CE_Oct23_GP.xml	298	se soit développé	au cours des siècles	pas		dur
1958-padog_CE_Oct23_GP.xml	298	en débordant les enceintes successives qui lui avaient été tracées				
1958-padog_CE_Oct23_GP.xml	298	de très belles réalisations urbaines				
1958-padog_CE_Oct23_GP.xml	299	Des tracés importants apparus	sous Napoléon Ier	pas		
1958-padog_CE_Oct23_GP.xml	299	les réalisations d’Haussmann				
1958-padog_CE_Oct23_GP.xml	350	réalisations	au cours des derniers siècles	pas		dur
1958-padog_CE_Oct23_GP.xml	350	des réalisations de qualité				
1958-padog_CE_Oct23_GP.xml	350	construit				
1958-padog_CE_Oct23_GP.xml	416	675 opérations de décentralisation	1er octobre 1950 au 1er juin 1960	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	416	la réalisation				
1958-padog_CE_Oct23_GP.xml	434	un développement considérable des nouvelles activités à caractère scientifique, principalement centres de recherches et laboratoires d’études de toute nature	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	434	sans être installés				
1958-padog_CE_Oct23_GP.xml	434	se sont dispersées				
1958-padog_CE_Oct23_GP.xml	435	De telles créations ne pourraient-elles pas trouver place	à l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	435	contribueraient à développer				
1958-padog_CE_Oct23_GP.xml	435	continuer à accroître dans ce domaine la concentration parisienne				
1958-padog_CE_Oct23_GP.xml	444	prévoir les nouveaux établissements universitaires indispensables	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	448	le développement très important du secteur tertiaire	au cours de ces dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	475	ces créations				
1958-padog_CE_Oct23_GP.xml	475	doivent être réalisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	478	grouper des programmes de logements importants				
1958-padog_CE_Oct23_GP.xml	478	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc.en un mot des services publics indispensables à la vie de cette population				
1958-padog_CE_Oct23_GP.xml	478	pourront-elles y être implantées	simultanément			
1958-padog_CE_Oct23_GP.xml	479	réussir une véritable ville				
1958-padog_CE_Oct23_GP.xml	479	s’y développent	spontanément			
1958-padog_CE_Oct23_GP.xml	596	devraient être convenablement répartis				
1958-padog_CE_Oct23_GP.xml	596	pouvoir être réalisés successivement dans le temps	successivement dans le temps	fut		iter
1958-padog_CE_Oct23_GP.xml	600	ne peut penser réaliser à la fois toutes ces intentions				
1958-padog_CE_Oct23_GP.xml	600	peut par contre les prévoir, les étudier, les préparer				
1958-padog_CE_Oct23_GP.xml	600	toutes réalisations de cette importance qui s’échelonneront	suivant une période plus ou moins longue	fut		dur
1958-padog_CE_Oct23_GP.xml	606	son développement	jusqu’à présent	pas		dur
1958-padog_CE_Oct23_GP.xml	606	un étalement très importants				
1958-padog_CE_Oct23_GP.xml	620	l’aménagement de la Région Parisienne				
1958-padog_CE_Oct23_GP.xml	620	un transfert de ces installations aéronautiques	dans l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	640	la localisation dans cette région d’un nouveau centre urbain relativement important				
1958-padog_CE_Oct23_GP.xml	640	un nouveau centre urbain relativement important				
1958-padog_CE_Oct23_GP.xml	640	le futur Parc de La Courneuve	futur	fut		
1958-padog_CE_Oct23_GP.xml	640	pouvant être améliorées				
1958-padog_CE_Oct23_GP.xml	640	un élément restructurateur de tout l’ensemble indiqué précédemment				
1958-padog_CE_Oct23_GP.xml	655	certains ensembles réalisés	Au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	684	la construction dans PARIS même de grands édifices publics	au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	685	le développement de la Région de la Défense				
1958-padog_CE_Oct23_GP.xml	685	les possibilités d’avenir de cette Région	avenir	fut		
1958-padog_CE_Oct23_GP.xml	728	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GP.xml	728	leurs localisations souhaitables				
1958-padog_CE_Oct23_GP.xml	740	la cadence actuelle de destruction	actuelle	pres		dur
1958-padog_CE_Oct23_GP.xml	744	pourrait être réalisé	dans un délai de 15 ans	pas		dur
1958-padog_CE_Oct23_GP.xml	746	le remplacement	dans les plus brefs délais	pas		
1958-padog_CE_Oct23_GP.xml	747	un étalement	sur une période de 15 ans	pas		fut
1958-padog_CE_Oct23_GP.xml	754	les 427.000 logements neufs réalisés	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	755	les 60.000 logements insalubres et les 160.000 logements vétustes supposés reconstruits	assez rapidement	pas		
1958-padog_CE_Oct23_GP.xml	786	l’effort considérable de construction	depuis quelques années	pas		dur
1958-padog_CE_Oct23_GP.xml	787	69.000 logements terminés	en 1957	pas	oui	
1958-padog_CE_Oct23_GP.xml	793	un volume de construction de 60.000 logements par an à soutenir	pendant 10 ans			dur
1958-padog_CE_Oct23_GP.xml	799	la rénovation de l’habitat parisien	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GP.xml	822	ces opérations	dans les prochaines années	pas		dur
